,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_27~lig_39,-0.9104573923536252,0.1328174542336723,-2.3133,0.4479
lig_33~lig_34,0.006052450742468629,0.2612566286899177,2.1492,0.7977
lig_32~lig_34,-0.2861895851415115,0.22466517675543873,-0.6107,0.4073
lig_33~lig_67,-0.7057178933950325,0.17753077390466276,-1.9716,0.772
lig_33~lig_37,-2.0784299641739308,0.3463731294839102,-0.8913,0.8067
lig_65~lig_67,0.8264550174289331,0.19180381855063072,-1.0034,0.509
lig_27~lig_32,-0.466650807725725,0.1672336872313416,-0.3209,0.5282
lig_27~lig_33,-0.7588928436097051,0.21388709763064065,-1.3994,0.1974
lig_37~lig_50,-0.37475214149988645,0.33326428555620574,-1.0074,0.1784
lig_37~lig_56,-0.30453445648557853,0.2999149984967986,-1.1572,0.6464
lig_53~lig_58,0.5569989886105464,0.19970021688704748,-2.0649,0.4809
lig_56~lig_58,-0.14982393063854893,0.05394670143602067,-2.3484,0.2067
lig_60~lig_61,0.835698013082073,0.23919113990605265,-0.2082,0.2845
lig_60~lig_63,-0.14716841944346726,0.09718811692331902,-2.2148,0.2696
lig_60~lig_65,0.5077816861353863,0.19167912020261121,-1.9226,0.0622
lig_50~lig_61,1.2489255217965383,0.2812087122182192,-1.4521,1.6127
lig_53~lig_63,0.9026643235057854,0.2171757832124157,-1.8219,0.2089
lig_32~lig_37,-2.370672000057911,0.3196775882676304,-0.4569,0.5457
lig_32~lig_39,-0.44380658462790024,0.12789353557424024,0.2616,0.8529
lig_37~lig_65,0.5462570533499651,0.35390093805455275,-3.3734,0.7618
lig_37~lig_67,1.3727120707788982,0.29874230583961836,-2.2664,0.4304
lig_60~lig_67,1.3342367035643194,0.027239244925782086,-3.5444,0.0818
lig_53~lig_67,2.384069446513572,0.19611671832598107,-1.1472,0.1811
lig_39~lig_67,-0.5541533446511124,0.0583948739140939,-3.4025,0.8134
lig_34~lig_37,-2.0844824149163994,0.35494339781098216,-1.5598,0.6558
lig_53~lig_56,0.7068229192490953,0.19789847960991214,1.6049,0.6064
lig_50~lig_58,-0.07960624562424101,0.15500427187590904,-2.038,0.7822
lig_33~lig_53,-3.0897873399086047,0.263038298992861,-2.5684,0.5122
lig_37~lig_53,-1.0113573757346739,0.35625684042870154,-2.7161,0.2174
lig_50~lig_53,-0.6366052342347874,0.24551962433962052,-2.3732,1.666
lig_61~lig_63,-0.9828664325255403,0.25683413851255643,-4.3983,0.9897
lig_63~lig_65,0.6549501055788536,0.21328914275597163,1.6555,1.3756
lig_33~lig_39,-0.1515645487439201,0.18476293142713576,-0.4672,1.0854
lig_27~lig_65,-2.2910657544336708,0.2258743448474704,-0.8767,1.2658
lig_27~lig_61,-1.963149427486984,0.26737751578654434,0.6064,0.8874
lig_27~lig_60,-2.798847440569057,0.12236213186193454,-1.5932,1.1296
lig_27~lig_34,-0.7528403928672365,0.22750420073920988,0.385,0.8125
lig_27~lig_67,-1.4646107370047377,0.1225573784100886,-4.1547,0.5476
lig_27~lig_50,-3.2120749492835223,0.19193339920834473,-2.3426,0.5145
lig_27~lig_63,-2.9460158600125244,0.1540255323306095,-3.1685,0.8878
lig_27~lig_56,-3.1418572642692144,0.12538880343841016,-2.4341,0.6843
lig_37~lig_61,0.8741733802966518,0.38172947258995105,3.2534,0.9475
lig_34~lig_53,-3.0958397906510733,0.27422548670425445,-4.6607,0.6554
lig_33~lig_50,-2.4531821056738172,0.23094435349690773,-0.4999,0.247
lig_32~lig_33,-0.2922420358839801,0.21086481647118144,-2.8796,0.3546
lig_61~lig_67,0.4985386904822464,0.23929108027361373,-4.1403,0.5074
lig_27~lig_58,-3.2916811949077633,0.12821357346449422,-5.4693,0.4591
lig_27~lig_37,-2.837322807783636,0.3216791571551424,-2.3015,0.5626
lig_61~lig_65,-0.3279163269466867,0.3053835780719608,-4.2222,1.6201
lig_50~lig_56,0.07021768501430792,0.15267598339936025,0.2993,1.2622
lig_37~lig_63,-0.10869305222888848,0.31297047609214845,-4.0276,1.123
lig_34~lig_39,-0.15761699948638874,0.2003691883765465,-0.1622,0.2747
lig_56~lig_60,0.3430098237001573,0.03800023011890004,-0.1064,1.1674
