,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_61~lig_67,-1.0313,0.1367,-1.0313,0.1367
lig_39~lig_67,-1.8689,0.7006,-1.8689,0.7006
lig_27~lig_60,-3.8147,0.3105,-3.8147,0.3105
lig_33~lig_53,-4.2612,0.2297,-4.2612,0.2297
lig_27~lig_32,-0.3328,0.0615,-0.3328,0.0615
lig_27~lig_58,-5.0867,0.1238,-5.0867,0.1238
lig_27~lig_33,-1.0982,0.0627,-1.0982,0.0627
lig_27~lig_34,-2.7607,0.3327,-2.7607,0.3327
lig_27~lig_37,-3.0697,0.2116,-3.0697,0.2116
lig_61~lig_63,-2.7346,0.2703,-2.7346,0.2703
lig_27~lig_39,-2.8241,0.325,-2.8241,0.325
lig_61~lig_65,-3.0198,0.1169,-3.0198,0.1169
lig_37~lig_56,-0.5551,0.0798,-0.5551,0.0798
lig_50~lig_56,-0.616,0.2962,-0.616,0.2962
lig_60~lig_61,1.231,0.1374,1.231,0.1374
lig_37~lig_63,-3.2057,0.1725,-3.2057,0.1725
lig_53~lig_67,1.2761,0.1495,1.2761,0.1495
lig_27~lig_65,-5.6991,0.1274,-5.6991,0.1274
lig_50~lig_53,-2.2768,0.211,-2.2768,0.211
lig_50~lig_58,-2.8165,0.1317,-2.8165,0.1317
