,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_34~lig_53,-3.5365,0.2001,-3.5365,0.2001
lig_37~lig_65,-3.379,0.0908,-3.379,0.0908
lig_33~lig_50,-0.9366,0.1807,-0.9366,0.1807
lig_32~lig_37,-2.5553,0.0904,-2.5553,0.0904
lig_60~lig_61,1.231,0.1374,1.231,0.1374
lig_32~lig_33,-0.844,0.0778,-0.844,0.0778
lig_53~lig_58,-0.6909,0.0485,-0.6909,0.0485
lig_65~lig_67,1.9573,0.1528,1.9573,0.1528
lig_27~lig_39,-2.8241,0.325,-2.8241,0.325
lig_27~lig_34,-2.7607,0.3327,-2.7607,0.3327
lig_50~lig_61,-1.0087,0.042,-1.0087,0.042
lig_60~lig_67,0.1244,0.1979,0.1244,0.1979
lig_27~lig_33,-1.0982,0.0627,-1.0982,0.0627
lig_37~lig_56,-0.5551,0.0798,-0.5551,0.0798
lig_60~lig_63,-1.7355,0.0799,-1.7355,0.0799
lig_56~lig_58,-2.1527,0.1269,-2.1527,0.1269
lig_53~lig_63,-0.8809,0.0499,-0.8809,0.0499
