,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_37~lig_65,-3.379,0.0908,-1.4206,0.1036
lig_27~lig_65,-5.6991,0.1274,-3.5453,0.1034
lig_27~lig_61,-2.1307,0.1865,-1.808,0.0671
lig_53~lig_58,-0.6909,0.0485,-1.0094,0.0603
lig_27~lig_60,-3.8147,0.3105,-1.849,0.0824
lig_27~lig_39,-2.8241,0.325,-1.0023,0.0885
lig_27~lig_34,-2.7607,0.3327,-1.7697,0.047
lig_27~lig_33,-1.0982,0.0627,-1.108,0.0557
lig_27~lig_67,-2.8154,0.1782,-2.3302,0.0661
lig_27~lig_50,-1.9839,0.2625,-1.7945,0.0526
lig_27~lig_63,-6.5488,0.1657,-4.0618,0.0924
lig_27~lig_32,-0.3328,0.0615,-0.5612,0.1239
lig_53~lig_63,-0.8809,0.0499,-0.688,0.0669
lig_37~lig_53,-2.4554,0.0623,-2.2009,0.0178
lig_27~lig_56,-2.325,0.2642,-2.1945,0.0636
lig_37~lig_61,-0.3456,0.1482,-0.1833,0.0744
lig_56~lig_58,-2.1527,0.1269,-2.0654,0.023
