,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_33~lig_50,-0.4999,0.247,-2.4531821056738172,0.23094435349690773
lig_61~lig_67,-4.1403,0.5074,0.4985386904822464,0.23929108027361373
lig_39~lig_67,-3.4025,0.8134,-0.5541533446511124,0.0583948739140939
lig_56~lig_58,-2.3484,0.2067,-0.14982393063854893,0.05394670143602067
lig_33~lig_39,-0.4672,1.0854,-0.1515645487439201,0.18476293142713576
lig_27~lig_32,-0.3209,0.5282,-0.466650807725725,0.1672336872313416
lig_60~lig_63,-2.2148,0.2696,-0.14716841944346726,0.09718811692331902
lig_34~lig_37,-1.5598,0.6558,-2.0844824149163994,0.35494339781098216
lig_32~lig_37,-0.4569,0.5457,-2.370672000057911,0.3196775882676304
lig_61~lig_63,-4.3983,0.9897,-0.9828664325255403,0.25683413851255643
lig_50~lig_58,-2.038,0.7822,-0.07960624562424101,0.15500427187590904
lig_61~lig_65,-4.2222,1.6201,-0.3279163269466867,0.3053835780719608
lig_27~lig_33,-1.3994,0.1974,-0.7588928436097051,0.21388709763064065
lig_37~lig_56,-1.1572,0.6464,-0.30453445648557853,0.2999149984967986
lig_60~lig_65,-1.9226,0.0622,0.5077816861353863,0.19167912020261121
lig_32~lig_39,0.2616,0.8529,-0.44380658462790024,0.12789353557424024
lig_50~lig_53,-2.3732,1.666,-0.6366052342347874,0.24551962433962052
lig_37~lig_53,-2.7161,0.2174,-1.0113573757346739,0.35625684042870154
lig_34~lig_39,-0.1622,0.2747,-0.15761699948638874,0.2003691883765465
lig_56~lig_60,-0.1064,1.1674,0.3430098237001573,0.03800023011890004
