,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_37~lig_65,-3.3734,0.7618,-3.379,0.0908
lig_27~lig_65,-0.8767,1.2658,-5.6991,0.1274
lig_27~lig_61,0.6064,0.8874,-2.1307,0.1865
lig_53~lig_58,-2.0649,0.4809,-0.6909,0.0485
lig_27~lig_60,-1.5932,1.1296,-3.8147,0.3105
lig_27~lig_39,-2.3133,0.4479,-2.8241,0.325
lig_27~lig_34,0.385,0.8125,-2.7607,0.3327
lig_27~lig_33,-1.3994,0.1974,-1.0982,0.0627
lig_27~lig_67,-4.1547,0.5476,-2.8154,0.1782
lig_27~lig_50,-2.3426,0.5145,-1.9839,0.2625
lig_27~lig_63,-3.1685,0.8878,-6.5488,0.1657
lig_27~lig_32,-0.3209,0.5282,-0.3328,0.0615
lig_53~lig_63,-1.8219,0.2089,-0.8809,0.0499
lig_37~lig_53,-2.7161,0.2174,-2.4554,0.0623
lig_27~lig_56,-2.4341,0.6843,-2.325,0.2642
lig_37~lig_61,3.2534,0.9475,-0.3456,0.1482
lig_56~lig_58,-2.3484,0.2067,-2.1527,0.1269
