,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_27~lig_33,-1.3994,0.1974,-1.108,0.0557
lig_27~lig_39,-2.3133,0.4479,-1.0023,0.0885
lig_32~lig_34,-0.6107,0.4073,-2.0824,0.0577
lig_32~lig_37,-0.4569,0.5457,-1.4644,0.083
lig_32~lig_39,0.2616,0.8529,-1.1771,0.0443
lig_33~lig_34,2.1492,0.7977,-0.447,0.0559
lig_33~lig_37,-0.8913,0.8067,-0.5142,0.0504
lig_37~lig_50,-1.0074,0.1784,0.1384,0.2435
lig_37~lig_56,-1.1572,0.6464,-0.2926,0.0947
lig_37~lig_65,-3.3734,0.7618,-1.4206,0.1036
lig_50~lig_61,-1.4521,1.6127,-1.0787,0.1784
lig_53~lig_58,-2.0649,0.4809,-1.0094,0.0603
lig_53~lig_63,-1.8219,0.2089,-0.688,0.0669
lig_56~lig_58,-2.3484,0.2067,-2.0654,0.023
lig_60~lig_61,-0.2082,0.2845,1.0334,0.0939
lig_60~lig_63,-2.2148,0.2696,-1.2946,0.0335
lig_60~lig_65,-1.9226,0.0622,-1.1798,0.0553
lig_60~lig_67,-3.5444,0.0818,-0.8251,0.1772
