,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_33~lig_50,-0.4999,0.247,-0.9366,0.1807
lig_61~lig_67,-4.1403,0.5074,-1.0313,0.1367
lig_39~lig_67,-3.4025,0.8134,-1.8689,0.7006
lig_56~lig_58,-2.3484,0.2067,-2.1527,0.1269
lig_33~lig_39,-0.4672,1.0854,-0.9461,0.2788
lig_27~lig_32,-0.3209,0.5282,-0.3328,0.0615
lig_60~lig_63,-2.2148,0.2696,-1.7355,0.0799
lig_34~lig_37,-1.5598,0.6558,-1.0751,0.1471
lig_32~lig_37,-0.4569,0.5457,-2.5553,0.0904
lig_61~lig_63,-4.3983,0.9897,-2.7346,0.2703
lig_50~lig_58,-2.038,0.7822,-2.8165,0.1317
lig_61~lig_65,-4.2222,1.6201,-3.0198,0.1169
lig_27~lig_33,-1.3994,0.1974,-1.0982,0.0627
lig_37~lig_56,-1.1572,0.6464,-0.5551,0.0798
lig_60~lig_65,-1.9226,0.0622,-1.7399,0.0348
lig_32~lig_39,0.2616,0.8529,-2.5099,0.1296
lig_50~lig_53,-2.3732,1.666,-2.2768,0.211
lig_37~lig_53,-2.7161,0.2174,-2.4554,0.0623
lig_34~lig_39,-0.1622,0.2747,0.0715,0.0709
lig_56~lig_60,-0.1064,1.1674,-0.8583,0.0344
