,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_37~lig_65,-1.4206,0.1036,-1.4206,0.1036
lig_27~lig_65,-3.5453,0.1034,-3.5453,0.1034
lig_27~lig_61,-1.808,0.0671,-1.808,0.0671
lig_53~lig_58,-1.0094,0.0603,-1.0094,0.0603
lig_27~lig_60,-1.849,0.0824,-1.849,0.0824
lig_27~lig_39,-1.0023,0.0885,-1.0023,0.0885
lig_27~lig_34,-1.7697,0.047,-1.7697,0.047
lig_27~lig_33,-1.108,0.0557,-1.108,0.0557
lig_27~lig_67,-2.3302,0.0661,-2.3302,0.0661
lig_27~lig_50,-1.7945,0.0526,-1.7945,0.0526
lig_27~lig_63,-4.0618,0.0924,-4.0618,0.0924
lig_27~lig_32,-0.5612,0.1239,-0.5612,0.1239
lig_53~lig_63,-0.688,0.0669,-0.688,0.0669
lig_37~lig_53,-2.2009,0.0178,-2.2009,0.0178
lig_27~lig_56,-2.1945,0.0636,-2.1945,0.0636
lig_37~lig_61,-0.1833,0.0744,-0.1833,0.0744
lig_56~lig_58,-2.0654,0.023,-2.0654,0.023
