,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_33~lig_50,-0.4999,0.247,-0.4999,0.247
lig_61~lig_67,-4.1403,0.5074,-4.1403,0.5074
lig_39~lig_67,-3.4025,0.8134,-3.4025,0.8134
lig_56~lig_58,-2.3484,0.2067,-2.3484,0.2067
lig_33~lig_39,-0.4672,1.0854,-0.4672,1.0854
lig_27~lig_32,-0.3209,0.5282,-0.3209,0.5282
lig_60~lig_63,-2.2148,0.2696,-2.2148,0.2696
lig_34~lig_37,-1.5598,0.6558,-1.5598,0.6558
lig_32~lig_37,-0.4569,0.5457,-0.4569,0.5457
lig_61~lig_63,-4.3983,0.9897,-4.3983,0.9897
lig_50~lig_58,-2.038,0.7822,-2.038,0.7822
lig_61~lig_65,-4.2222,1.6201,-4.2222,1.6201
lig_27~lig_33,-1.3994,0.1974,-1.3994,0.1974
lig_37~lig_56,-1.1572,0.6464,-1.1572,0.6464
lig_60~lig_65,-1.9226,0.0622,-1.9226,0.0622
lig_32~lig_39,0.2616,0.8529,0.2616,0.8529
lig_50~lig_53,-2.3732,1.666,-2.3732,1.666
lig_37~lig_53,-2.7161,0.2174,-2.7161,0.2174
lig_34~lig_39,-0.1622,0.2747,-0.1622,0.2747
lig_56~lig_60,-0.1064,1.1674,-0.1064,1.1674
