,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_37~lig_65,0.5462570533499651,0.35390093805455275,-3.379,0.0908
lig_27~lig_65,-2.2910657544336708,0.2258743448474704,-5.6991,0.1274
lig_27~lig_61,-1.963149427486984,0.26737751578654434,-2.1307,0.1865
lig_53~lig_58,0.5569989886105464,0.19970021688704748,-0.6909,0.0485
lig_27~lig_60,-2.798847440569057,0.12236213186193454,-3.8147,0.3105
lig_27~lig_39,-0.9104573923536252,0.1328174542336723,-2.8241,0.325
lig_27~lig_34,-0.7528403928672365,0.22750420073920988,-2.7607,0.3327
lig_27~lig_33,-0.7588928436097051,0.21388709763064065,-1.0982,0.0627
lig_27~lig_67,-1.4646107370047377,0.1225573784100886,-2.8154,0.1782
lig_27~lig_50,-3.2120749492835223,0.19193339920834473,-1.9839,0.2625
lig_27~lig_63,-2.9460158600125244,0.1540255323306095,-6.5488,0.1657
lig_27~lig_32,-0.466650807725725,0.1672336872313416,-0.3328,0.0615
lig_53~lig_63,0.9026643235057854,0.2171757832124157,-0.8809,0.0499
lig_37~lig_53,-1.0113573757346739,0.35625684042870154,-2.4554,0.0623
lig_27~lig_56,-3.1418572642692144,0.12538880343841016,-2.325,0.2642
lig_37~lig_61,0.8741733802966518,0.38172947258995105,-0.3456,0.1482
lig_56~lig_58,-0.14982393063854893,0.05394670143602067,-2.1527,0.1269
