,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_27~lig_33,-1.3994,0.1974,-0.7588928436097051,0.21388709763064065
lig_27~lig_39,-2.3133,0.4479,-0.9104573923536252,0.1328174542336723
lig_32~lig_34,-0.6107,0.4073,-0.2861895851415115,0.22466517675543873
lig_32~lig_37,-0.4569,0.5457,-2.370672000057911,0.3196775882676304
lig_32~lig_39,0.2616,0.8529,-0.44380658462790024,0.12789353557424024
lig_33~lig_34,2.1492,0.7977,0.006052450742468629,0.2612566286899177
lig_33~lig_37,-0.8913,0.8067,-2.0784299641739308,0.3463731294839102
lig_37~lig_50,-1.0074,0.1784,-0.37475214149988645,0.33326428555620574
lig_37~lig_56,-1.1572,0.6464,-0.30453445648557853,0.2999149984967986
lig_37~lig_65,-3.3734,0.7618,0.5462570533499651,0.35390093805455275
lig_37~lig_67,-2.2664,0.4304,1.3727120707788982,0.29874230583961836
lig_50~lig_61,-1.4521,1.6127,1.2489255217965383,0.2812087122182192
lig_53~lig_58,-2.0649,0.4809,0.5569989886105464,0.19970021688704748
lig_53~lig_63,-1.8219,0.2089,0.9026643235057854,0.2171757832124157
lig_56~lig_58,-2.3484,0.2067,-0.14982393063854893,0.05394670143602067
lig_60~lig_61,-0.2082,0.2845,0.835698013082073,0.23919113990605265
lig_60~lig_63,-2.2148,0.2696,-0.14716841944346726,0.09718811692331902
lig_60~lig_65,-1.9226,0.0622,0.5077816861353863,0.19167912020261121
lig_60~lig_67,-3.5444,0.0818,1.3342367035643194,0.027239244925782086
