,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_37~lig_65,-1.4206,0.1036,-3.3734,0.7618
lig_27~lig_65,-3.5453,0.1034,-0.8767,1.2658
lig_27~lig_61,-1.808,0.0671,0.6064,0.8874
lig_53~lig_58,-1.0094,0.0603,-2.0649,0.4809
lig_27~lig_60,-1.849,0.0824,-1.5932,1.1296
lig_27~lig_39,-1.0023,0.0885,-2.3133,0.4479
lig_27~lig_34,-1.7697,0.047,0.385,0.8125
lig_27~lig_33,-1.108,0.0557,-1.3994,0.1974
lig_27~lig_67,-2.3302,0.0661,-4.1547,0.5476
lig_27~lig_50,-1.7945,0.0526,-2.3426,0.5145
lig_27~lig_63,-4.0618,0.0924,-3.1685,0.8878
lig_27~lig_32,-0.5612,0.1239,-0.3209,0.5282
lig_53~lig_63,-0.688,0.0669,-1.8219,0.2089
lig_37~lig_53,-2.2009,0.0178,-2.7161,0.2174
lig_27~lig_56,-2.1945,0.0636,-2.4341,0.6843
lig_37~lig_61,-0.1833,0.0744,3.2534,0.9475
lig_56~lig_58,-2.0654,0.023,-2.3484,0.2067
