,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_33~lig_50,-1.007,0.0364,-1.007,0.0364
lig_61~lig_67,-0.8283,0.0385,-0.8283,0.0385
lig_67~lig_39,2.9814,0.2226,2.9814,0.2226
lig_56~lig_58,-2.0654,0.023,-2.0654,0.023
lig_33~lig_39,0.0316,0.1703,0.0316,0.1703
lig_27~lig_32,-0.5612,0.1239,-0.5612,0.1239
lig_60~lig_63,-1.2946,0.0335,-1.2946,0.0335
lig_34~lig_37,-0.7505,0.0447,-0.7505,0.0447
lig_32~lig_37,-1.4644,0.083,-1.4644,0.083
lig_63~lig_61,2.7813,0.0478,2.7813,0.0478
lig_50~lig_58,-2.6927,0.4907,-2.6927,0.4907
lig_61~lig_65,-2.2233,0.0526,-2.2233,0.0526
lig_27~lig_33,-1.108,0.0557,-1.108,0.0557
lig_37~lig_56,-0.2926,0.0947,-0.2926,0.0947
lig_60~lig_65,-1.1798,0.0553,-1.1798,0.0553
lig_32~lig_39,-1.1771,0.0443,-1.1771,0.0443
lig_50~lig_53,-1.8447,0.1174,-1.8447,0.1174
lig_37~lig_53,-2.2009,0.0178,-2.2009,0.0178
lig_34~lig_39,-0.0293,0.1359,-0.0293,0.1359
lig_56~lig_60,-1.1297,0.0446,-1.1297,0.0446
