,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_27~lig_33,-1.0982,0.0627,-1.108,0.0557
lig_27~lig_39,-2.8241,0.325,-1.0023,0.0885
lig_32~lig_34,-1.0035,0.0973,-2.0824,0.0577
lig_32~lig_37,-2.5553,0.0904,-1.4644,0.083
lig_32~lig_39,-2.5099,0.1296,-1.1771,0.0443
lig_33~lig_34,-0.7107,0.2618,-0.447,0.0559
lig_33~lig_37,-1.3446,0.1422,-0.5142,0.0504
lig_37~lig_50,0.6453,0.2093,0.1384,0.2435
lig_37~lig_56,-0.5551,0.0798,-0.2926,0.0947
lig_37~lig_65,-3.379,0.0908,-1.4206,0.1036
lig_50~lig_61,-1.0087,0.042,-1.0787,0.1784
lig_53~lig_58,-0.6909,0.0485,-1.0094,0.0603
lig_53~lig_63,-0.8809,0.0499,-0.688,0.0669
lig_56~lig_58,-2.1527,0.1269,-2.0654,0.023
lig_60~lig_61,1.231,0.1374,1.0334,0.0939
lig_60~lig_63,-1.7355,0.0799,-1.2946,0.0335
lig_60~lig_65,-1.7399,0.0348,-1.1798,0.0553
lig_60~lig_67,0.1244,0.1979,-0.8251,0.1772
