,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_27~lig_39,-2.8241,0.325,-1.0023,0.0885
lig_33~lig_34,-0.7107,0.2618,-0.447,0.0559
lig_32~lig_34,-1.0035,0.0973,-2.0824,0.0577
lig_33~lig_67,-1.7651,0.2593,-2.07,0.494
lig_33~lig_37,-1.3446,0.1422,-0.5142,0.0504
lig_27~lig_32,-0.3328,0.0615,-0.5612,0.1239
lig_27~lig_33,-1.0982,0.0627,-1.108,0.0557
lig_37~lig_50,0.6453,0.2093,0.1384,0.2435
lig_37~lig_56,-0.5551,0.0798,-0.2926,0.0947
lig_53~lig_58,-0.6909,0.0485,-1.0094,0.0603
lig_56~lig_58,-2.1527,0.1269,-2.0654,0.023
lig_60~lig_61,1.231,0.1374,1.0334,0.0939
lig_60~lig_63,-1.7355,0.0799,-1.2946,0.0335
lig_60~lig_65,-1.7399,0.0348,-1.1798,0.0553
lig_50~lig_61,-1.0087,0.042,-1.0787,0.1784
lig_53~lig_63,-0.8809,0.0499,-0.688,0.0669
lig_32~lig_37,-2.5553,0.0904,-1.4644,0.083
lig_32~lig_39,-2.5099,0.1296,-1.1771,0.0443
lig_37~lig_65,-3.379,0.0908,-1.4206,0.1036
lig_60~lig_67,0.1244,0.1979,-0.8251,0.1772
lig_53~lig_67,1.2761,0.1495,0.6872,0.1289
lig_34~lig_37,-1.0751,0.1471,-0.7505,0.0447
lig_53~lig_56,1.5382,0.123,1.5437,0.0416
lig_50~lig_58,-2.8165,0.1317,-2.6927,0.4907
lig_33~lig_53,-4.2612,0.2297,-2.3445,0.0494
lig_37~lig_53,-2.4554,0.0623,-2.2009,0.0178
lig_50~lig_53,-2.2768,0.211,-1.8447,0.1174
lig_63~lig_65,0.5134,0.1028,0.5386,0.037
lig_33~lig_39,-0.9461,0.2788,0.0316,0.1703
lig_27~lig_65,-5.6991,0.1274,-3.5453,0.1034
lig_27~lig_61,-2.1307,0.1865,-1.808,0.0671
lig_27~lig_60,-3.8147,0.3105,-1.849,0.0824
lig_27~lig_34,-2.7607,0.3327,-1.7697,0.047
lig_27~lig_67,-2.8154,0.1782,-2.3302,0.0661
lig_27~lig_50,-1.9839,0.2625,-1.7945,0.0526
lig_27~lig_63,-6.5488,0.1657,-4.0618,0.0924
lig_27~lig_56,-2.325,0.2642,-2.1945,0.0636
lig_37~lig_61,-0.3456,0.1482,-0.1833,0.0744
lig_34~lig_53,-3.5365,0.2001,-4.1403,0.0515
lig_33~lig_50,-0.9366,0.1807,-1.007,0.0364
lig_32~lig_33,-0.844,0.0778,-0.6496,0.0559
lig_61~lig_67,-1.0313,0.1367,-0.8283,0.0385
lig_27~lig_58,-5.0867,0.1238,-4.8626,0.1718
lig_27~lig_37,-3.0697,0.2116,-1.0568,0.1343
lig_61~lig_65,-3.0198,0.1169,-2.2233,0.0526
lig_50~lig_56,-0.616,0.2962,-0.7485,0.0701
lig_37~lig_63,-3.2057,0.1725,-3.6881,0.071
lig_34~lig_39,0.0715,0.0709,-0.0293,0.1359
lig_56~lig_60,-0.8583,0.0344,-1.1297,0.0446
