,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_37~lig_65,0.5462570533499651,0.35390093805455275,-1.4206,0.1036
lig_27~lig_65,-2.2910657544336708,0.2258743448474704,-3.5453,0.1034
lig_27~lig_61,-1.963149427486984,0.26737751578654434,-1.808,0.0671
lig_53~lig_58,0.5569989886105464,0.19970021688704748,-1.0094,0.0603
lig_27~lig_60,-2.798847440569057,0.12236213186193454,-1.849,0.0824
lig_27~lig_39,-0.9104573923536252,0.1328174542336723,-1.0023,0.0885
lig_27~lig_34,-0.7528403928672365,0.22750420073920988,-1.7697,0.047
lig_27~lig_33,-0.7588928436097051,0.21388709763064065,-1.108,0.0557
lig_27~lig_67,-1.4646107370047377,0.1225573784100886,-2.3302,0.0661
lig_27~lig_50,-3.2120749492835223,0.19193339920834473,-1.7945,0.0526
lig_27~lig_63,-2.9460158600125244,0.1540255323306095,-4.0618,0.0924
lig_27~lig_32,-0.466650807725725,0.1672336872313416,-0.5612,0.1239
lig_53~lig_63,0.9026643235057854,0.2171757832124157,-0.688,0.0669
lig_37~lig_53,-1.0113573757346739,0.35625684042870154,-2.2009,0.0178
lig_27~lig_56,-3.1418572642692144,0.12538880343841016,-2.1945,0.0636
lig_37~lig_61,0.8741733802966518,0.38172947258995105,-0.1833,0.0744
lig_56~lig_58,-0.14982393063854893,0.05394670143602067,-2.0654,0.023
