,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_27~lig_33,-0.7588928436097051,0.21388709763064065,-1.108,0.0557
lig_27~lig_39,-0.9104573923536252,0.1328174542336723,-1.0023,0.0885
lig_32~lig_34,-0.2861895851415115,0.22466517675543873,-2.0824,0.0577
lig_32~lig_37,-2.370672000057911,0.3196775882676304,-1.4644,0.083
lig_32~lig_39,-0.44380658462790024,0.12789353557424024,-1.1771,0.0443
lig_33~lig_34,0.006052450742468629,0.2612566286899177,-0.447,0.0559
lig_33~lig_37,-2.0784299641739308,0.3463731294839102,-0.5142,0.0504
lig_37~lig_50,-0.37475214149988645,0.33326428555620574,0.1384,0.2435
lig_37~lig_56,-0.30453445648557853,0.2999149984967986,-0.2926,0.0947
lig_37~lig_65,0.5462570533499651,0.35390093805455275,-1.4206,0.1036
lig_50~lig_61,1.2489255217965383,0.2812087122182192,-1.0787,0.1784
lig_53~lig_58,0.5569989886105464,0.19970021688704748,-1.0094,0.0603
lig_53~lig_63,0.9026643235057854,0.2171757832124157,-0.688,0.0669
lig_56~lig_58,-0.14982393063854893,0.05394670143602067,-2.0654,0.023
lig_60~lig_61,0.835698013082073,0.23919113990605265,1.0334,0.0939
lig_60~lig_63,-0.14716841944346726,0.09718811692331902,-1.2946,0.0335
lig_60~lig_65,0.5077816861353863,0.19167912020261121,-1.1798,0.0553
lig_60~lig_67,1.3342367035643194,0.027239244925782086,-0.8251,0.1772
lig_67~lig_37,-1.3727120707788982,0.29874230583961836,2.094,0.1042
